Q83484	https://commons.wikimedia.org/wiki/File:Anthony_Quinn_signed.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Anthony_Quinn_signed.JPG/240px-Anthony_Quinn_signed.JPG
Q1744	https://commons.wikimedia.org/wiki/File:Madonna_Rebel_Heart_Tour_2015_-_Stockholm_(23051472299)_(cropped).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Madonna_Rebel_Heart_Tour_2015_-_Stockholm_%2823051472299%29_%28cropped%29.jpg/240px-Madonna_Rebel_Heart_Tour_2015_-_Stockholm_%2823051472299%29_%28cropped%29.jpg
Q51123	https://commons.wikimedia.org/wiki/File:David_Wark_Griffith_1916.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/David_Wark_Griffith_1916.jpg/240px-David_Wark_Griffith_1916.jpg
Q191499	https://commons.wikimedia.org/wiki/File:Scott_Joplin.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Scott_Joplin.jpg/240px-Scott_Joplin.jpg
Q1341644	https://commons.wikimedia.org/wiki/File:Rich_Little,_USAF.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Rich_Little%2C_USAF.jpg/240px-Rich_Little%2C_USAF.jpg
Q93188	https://commons.wikimedia.org/wiki/File:Errol_Flynn1.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Errol_Flynn1.jpg/240px-Errol_Flynn1.jpg
Q34529	https://commons.wikimedia.org/wiki/File:Lugosi_Bela.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Lugosi_Bela.jpg/240px-Lugosi_Bela.jpg
Q1413	https://commons.wikimedia.org/wiki/File:Nero_pushkin.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Nero_pushkin.jpg/240px-Nero_pushkin.jpg
Q1126679	https://commons.wikimedia.org/wiki/File:Irving_Berlin_Portrait2.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Irving_Berlin_Portrait2.jpg/240px-Irving_Berlin_Portrait2.jpg
Q452206	https://commons.wikimedia.org/wiki/File:Anthony_van_Dyck_(possibly)_-_Portrait_of_Jan_Brueghel_the_Elder.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Anthony_van_Dyck_%28possibly%29_-_Portrait_of_Jan_Brueghel_the_Elder.jpg/240px-Anthony_van_Dyck_%28possibly%29_-_Portrait_of_Jan_Brueghel_the_Elder.jpg
Q128746	https://commons.wikimedia.org/wiki/File:Francesco_Melzi_-_Portrait_of_Leonardo.png	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Francesco_Melzi_-_Portrait_of_Leonardo.png/240px-Francesco_Melzi_-_Portrait_of_Leonardo.png
Q209050	https://commons.wikimedia.org/wiki/File:Robert_Moses_with_Battery_Bridge_model.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Robert_Moses_with_Battery_Bridge_model.jpg/240px-Robert_Moses_with_Battery_Bridge_model.jpg
Q762	https://commons.wikimedia.org/wiki/File:Garbo-Anna_Karenina-036.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Garbo-Anna_Karenina-036.jpg/240px-Garbo-Anna_Karenina-036.jpg
Q1111386	https://commons.wikimedia.org/wiki/File:Mr_T_WWE_Hall_of_Fame_2014_(cropped).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mr_T_WWE_Hall_of_Fame_2014_%28cropped%29.jpg/240px-Mr_T_WWE_Hall_of_Fame_2014_%28cropped%29.jpg
Q5443	https://commons.wikimedia.org/wiki/File:Larrybird.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Larrybird.jpg/240px-Larrybird.jpg
Q295107	https://commons.wikimedia.org/wiki/File:David_Merrick_(13563015335).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/David_Merrick_%2813563015335%29.jpg/240px-David_Merrick_%2813563015335%29.jpg
Q190152	https://commons.wikimedia.org/wiki/File:Gaius_Caligula_Head.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gaius_Caligula_Head.jpg/240px-Gaius_Caligula_Head.jpg
Q5237521	https://commons.wikimedia.org/wiki/File:J_S_Copley_-_Paul_Revere.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/J_S_Copley_-_Paul_Revere.jpg/240px-J_S_Copley_-_Paul_Revere.jpg
Q1409	https://commons.wikimedia.org/wiki/File:Vivienne_Westwood_2014.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Vivienne_Westwood_2014.jpg/240px-Vivienne_Westwood_2014.jpg
Q327071	https://commons.wikimedia.org/wiki/File:Miguel_Ángel,_por_Daniele_da_Volterra_(detalle).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Miguel_%C3%81ngel%2C_por_Daniele_da_Volterra_%28detalle%29.jpg/240px-Miguel_%C3%81ngel%2C_por_Daniele_da_Volterra_%28detalle%29.jpg
Q158067	https://commons.wikimedia.org/wiki/File:Albert_Einstein_Head.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Albert_Einstein_Head.jpg/240px-Albert_Einstein_Head.jpg
Q5592	https://commons.wikimedia.org/wiki/File:Specola,_medaglione_di_clemente_susini.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Specola%2C_medaglione_di_clemente_susini.JPG/240px-Specola%2C_medaglione_di_clemente_susini.JPG
Q937	https://commons.wikimedia.org/wiki/File:Basil_O_Connor.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Basil_O_Connor.jpg/240px-Basil_O_Connor.jpg
Q2857682	https://commons.wikimedia.org/wiki/File:Richard_Pryor_(1986)_(cropped)-2.jpg	https://upload.wikimedia.org/wikipedia/commons/5/53/Richard_Pryor_%281986%29_%28cropped%29-2.jpg
Q810041	https://commons.wikimedia.org/wiki/File:Grace_Kelly30419.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Grace_Kelly30419.jpg/240px-Grace_Kelly30419.jpg
Q294912	https://commons.wikimedia.org/wiki/File:Johnny_Appleseed_1.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Johnny_Appleseed_1.jpg/240px-Johnny_Appleseed_1.jpg
Q3925	https://commons.wikimedia.org/wiki/File:George_Steinbrenner_on_April_13,_2010.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/George_Steinbrenner_on_April_13%2C_2010.jpg/240px-George_Steinbrenner_on_April_13%2C_2010.jpg
Q369675	https://commons.wikimedia.org/wiki/File:Ingrid_Bergman_-_Gaslight_44.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Ingrid_Bergman_-_Gaslight_44.jpg/240px-Ingrid_Bergman_-_Gaslight_44.jpg
Q220210	https://commons.wikimedia.org/wiki/File:Duke_Ellington_-_publicity.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Duke_Ellington_-_publicity.JPG/240px-Duke_Ellington_-_publicity.JPG
Q43247	https://commons.wikimedia.org/wiki/File:Horatio_Alger_Jr.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Horatio_Alger_Jr.jpg/240px-Horatio_Alger_Jr.jpg
Q4030	https://commons.wikimedia.org/wiki/File:Horatio_Alger_Jr.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Horatio_Alger_Jr.jpg/240px-Horatio_Alger_Jr.jpg
